,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,1,VR_target_stimuli/s36_1.3x_4.1_442.png,250,1.3x,4.1,8.0,4585,255,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
1,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,2,VR_target_stimuli/s40_0.75x_1.2_308_BC.png,250,0.75x,1.2,1.5,5415,254,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
2,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,3,VR_target_stimuli/s41_1x_2.1_286_BC.png,250,1x,2.1,4.0,3006,237,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
3,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,4,VR_target_stimuli/s45_0.75x_3.5_362.png,250,0.75x,3.5,7.0,2881,251,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
4,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,5,VR_target_stimuli/s23_1.3x_3.65_354_BC.png,250,1.3x,3.65,7.0,2812,250,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
5,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,6,VR_target_stimuli/s26_1x_4_433.png,250,1x,4.0,8.0,4134,255,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
6,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,7,catch_stimuli/c0.png,250,,,0.0,2219,260,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
7,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,8,VR_target_stimuli/s12_1x_3.1_372.png,250,1x,3.1,8.0,2405,250,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
8,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,9,VR_target_stimuli/s30_0.75x_2.3_332.png,250,0.75x,2.3,8.0,4853,259,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
9,432207,final-intermixed-textured,v2,jsons/MX_seq33_1_VE250.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#75,75,1920,1080,1920,1080,0-31-2024,14-29-44,10,VR_target_stimuli/s16_1.3x_1_223.png,250,1.3x,1.0,3.0,6145,255,meters,jsons/MX_seq33_1_VE250.json,221893,433244,21,Transgender
