,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,1,VR_target_stimuli/s1_0.75x_1.7_265_BC.png,125,0.75x,1.7,3,3336,125,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
1,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,2,VR_target_stimuli/s11_1x_5_361.png,125,1x,5.0,5,3670,129,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
2,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,3,VR_target_stimuli/s2_1.3x_2.7_397_BC.png,125,1.3x,2.7,3,2969,125,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
3,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,4,VR_target_stimuli/s6_1x_2.1_293_BC.png,125,1x,2.1,3,3104,126,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
4,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,5,VR_target_stimuli/s0_0.75x_2.6_345.png,125,0.75x,2.6,5,3236,125,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
5,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,6,VR_target_stimuli/s34_1.3x_2.8_294.png,125,1.3x,2.8,5,2800,124,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
6,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,7,catch_stimuli/c0.png,125,,,0,3293,127,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
7,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,8,VR_target_stimuli/s13_1.3x_2.4_313_BC.png,125,1.3x,2.4,3,3452,127,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
8,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,9,VR_target_stimuli/s14_1x_ 3.83_357_BC.png,125,1x,3.83,5,2752,125,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
9,779973,final-intermixed-textured,v2,jsons/MX_seq1_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#19,19,1440,669,1440,900,1-12-2024,12-36-21,10,VR_target_stimuli/s47_0.75x_3.45_366.png,125,0.75x,3.45,2,2512,122,meters,jsons/MX_seq1_0_VE125.json,189327,489379,21,Woman
