,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,1,VR_target_stimuli/s6_0.75x_2.1_290_BC.png,125,0.75x,2.1,1,7308,124,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
1,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,2,VR_target_stimuli/s0_1x_2.6_351_BC.png,125,1x,2.6,0,5373,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
2,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,3,VR_target_stimuli/s34_1.3x_2.8_294_BC.png,125,1.3x,2.8,2,5120,124,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
3,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,4,VR_target_stimuli/s13_1x_2.4_310.png,125,1x,2.4,2,4619,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
4,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,5,VR_target_stimuli/s14_0.75x_3.83_355.png,125,0.75x,3.83,1,5023,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
5,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,6,VR_target_stimuli/s47_1.3x_3.45_373.png,125,1.3x,3.45,1,4255,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
6,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,7,catch_stimuli/c0.png,125,,,0,6339,124,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
7,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,8,VR_target_stimuli/s29_1.3x_1.3_253.png,125,1.3x,1.3,1,4157,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
8,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,9,VR_target_stimuli/s28_1x_3.2_362_BC.png,125,1x,3.2,3,4781,124,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
9,955948,final-intermixed-textured,v2,jsons/MX_seq4_0_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#311,311,1280,800,1280,800,1-12-2024,22-41-29,10,VR_target_stimuli/s48_0.75x_2.55_243_BC.png,125,0.75x,2.55,3,4207,125,meters,jsons/MX_seq4_0_VE125.json,245109,418749,28,Man
