,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,1,VR_target_stimuli/s29_1x_1.3_250.png,125,1x,1.3,5,5965,124,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
1,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,2,VR_target_stimuli/s28_1.3x_3.2_365.png,125,1.3x,3.2,5,7099,124,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
2,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,3,VR_target_stimuli/s48_0.75x_2.55_243.png,125,0.75x,2.55,10,9046,122,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
3,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,4,VR_target_stimuli/s19_1.3x_1.21_270_BC.png,125,1.3x,1.21,2,4184,125,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
4,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,5,VR_target_stimuli/s21_1x_4.22_379_BC.png,125,1x,4.22,2,7302,123,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
5,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,6,VR_target_stimuli/s8_0.75x_3.1_325_BC.png,125,0.75x,3.1,5,3494,123,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
6,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,7,catch_stimuli/c0_BC.png,125,,,0,6715,123,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
7,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,8,VR_target_stimuli/s27_0.75x_1.76_243_BC.png,125,0.75x,1.76,3,6306,124,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
8,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,9,VR_target_stimuli/s15_1.3x_4.2_389.png,125,1.3x,4.2,5,2970,139,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
9,516345,final-intermixed-textured,v2,jsons/MX_seq10_2_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#219,219,1536,864,1536,864,1-12-2024,20-39-13,10,VR_target_stimuli/s4_1x_1.4_313_BC.png,125,1x,1.4,2,8272,124,meters,jsons/MX_seq10_2_VE125_flipped.json,280608,759715,21,Man
