,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,1,VR_target_stimuli/s14_1.3x_3.83_359_BC.png,125,1.3x,3.83,2,3248,124,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
1,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,2,VR_target_stimuli/s47_0.75x_3.45_366_BC.png,125,0.75x,3.45,2,2663,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
2,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,3,VR_target_stimuli/s29_1x_1.3_250_BC.png,125,1x,1.3,1,2253,126,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
3,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,4,VR_target_stimuli/s28_0.75x_3.2_357.png,125,0.75x,3.2,2,2096,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
4,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,5,VR_target_stimuli/s48_1.3x_2.55_255.png,125,1.3x,2.55,2,2265,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
5,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,6,VR_target_stimuli/s19_1x_1.21_263.png,125,1x,1.21,2,2600,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
6,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,7,catch_stimuli/c0.png,125,,,0,2597,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
7,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,8,VR_target_stimuli/s21_1x_4.22_379.png,125,1x,4.22,4,2666,125,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
8,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,9,VR_target_stimuli/s8_0.75x_3.1_325.png,125,0.75x,3.1,3,2785,126,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
9,518086,final-intermixed-textured,v2,jsons/MX_seq8_1_VE125.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#6,6,1280,599,1280,800,1-12-2024,19-13-7,10,VR_target_stimuli/s27_1.3x_1.76_250.png,125,1.3x,1.76,2,2414,124,meters,jsons/MX_seq8_1_VE125.json,177883,473628,25,Woman
