,subjID,experimentName,versionName,sequenceName,url,selected_row,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,trial,stimulus,duration,scale,actual_depth,depth_estimate,trial_RT,log_sceneDuration,unitSelection,seq_filepath,experimentTime,totalTime,age,gender
0,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,1,VR_target_stimuli/s20_0.75x_4.99_390_BC.png,125,0.75x,4.99,8,7315,125,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
1,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,2,VR_target_stimuli/s31_1x_4.96_333.png,125,1x,4.96,6,4322,127,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
2,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,3,VR_target_stimuli/s33_1.3x_3.1_378_BC.png,125,1.3x,3.1,0,4522,127,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
3,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,4,VR_target_stimuli/s52_1x_3.2_275_BC.png,125,1x,3.2,0,3418,128,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
4,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,5,VR_target_stimuli/s32_0.75x_1.5_213.png,125,0.75x,1.5,0,3114,128,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
5,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,6,VR_target_stimuli/s18_1.3x_2.25_368.png,125,1.3x,2.25,5,4248,121,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
6,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,7,catch_stimuli/c0_BC.png,125,,,5,5304,121,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
7,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,8,VR_target_stimuli/s39_1.3x_1_208.png,125,1.3x,1.0,3,3265,126,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
8,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,9,VR_target_stimuli/s51_1x_3.64_461_BC.png,125,1x,3.64,5,2407,121,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
9,150061,final-intermixed-textured,v2,jsons/MX_seq22_0_VE125_flipped.json,http://54.235.29.9/FacialAge/BNav_EC2/DepthDuration/MX_fS_VE_MTurk/MX_fS_HTML.html#131,131,2048,1064,2048,1152,1-12-2024,15-46-3,10,VR_target_stimuli/s43_0.75x_2.2_348_BC.png,125,0.75x,2.2,4,2331,124,meters,jsons/MX_seq22_0_VE125_flipped.json,187277,977413,24,Man
